id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
4723,1729,1729,2015/2016,5,10260,8650,3,1,2,3.4,4.33,2,3.2,4.33,2,3.4,4.2,1.95,3.4,4.5,1.95,3.5,4.33
4724,1729,1729,2015/2016,5,9850,8678,3,1,2.4,3.4,3.2,2.4,3.4,2.75,2.4,3.4,3.1,2.4,3.1,3.1,2.4,3.4,3.2
4725,1729,1729,2015/2016,5,8472,8586,0,1,4.33,3.6,1.95,3.75,3.4,1.95,4,3.6,1.95,4.2,3.25,1.95,4.4,3.6,1.93
4726,1729,1729,2015/2016,5,9817,10003,1,0,2.75,3.4,2.75,2.7,3.2,2.7,2.75,3.25,2.75,2.75,3,2.75,2.7,3.3,2.88
4727,1729,1729,2015/2016,5,8659,8466,0,0,3.2,3.2,2.5,2.8,3.2,2.5,3.2,3.1,2.5,3.1,3,2.5,3.3,3.2,2.45
4728,1729,1729,2015/2016,5,8654,10261,2,0,2.25,3.5,3.4,2.25,3.4,3,2.25,3.4,3.4,2.25,3.1,3.4,2.25,3.5,3.4
4729,1729,1729,2015/2016,6,10252,8659,0,1,2.3,3.25,3.5,2.3,3.1,3.25,2.3,3.25,3.3,2.3,3.2,3.2,2.3,3.2,3.6
4730,1729,1729,2015/2016,6,8678,8472,2,0,1.7,4,5.5,1.72,3.7,4.6,1.73,3.75,5.25,1.73,3.6,5,1.7,3.9,5.5
4731,1729,1729,2015/2016,6,8455,9825,2,0,2.45,3.5,3,2.4,3.5,3,2.5,3.4,3,2.4,3.1,3.1,2.4,3.5,3.1
4732,1729,1729,2015/2016,6,8650,9850,1,1,1.67,4,5.75,1.67,3.8,5.5,1.67,3.8,5.5,1.67,3.6,5.5,1.67,4,5.75
4733,1729,1729,2015/2016,6,8456,8654,1,2,1.29,6.5,11,1.28,6,10.5,1.25,6.5,12,1.29,5,12,1.25,6.5,13
4734,1729,1729,2015/2016,6,10261,9817,1,2,2.5,3.3,3.1,2.5,3.2,2.8,2.45,3.4,3.1,2.5,3.2,2.9,2.5,3.3,3.13
4735,1729,1729,2015/2016,6,8466,10260,2,3,3.1,3.3,2.5,3.2,3.2,2.4,3.1,3.2,2.5,3,3,2.5,3.2,3.2,2.5
4736,1729,1729,2015/2016,6,10194,8197,2,2,2.5,3.4,3,2.5,3.2,2.8,2.5,3.4,3,2.5,3,3,2.45,3.4,3.13
4737,1729,1729,2015/2016,6,10003,8668,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.25,3.4,3.4,2.3,3.2,3.2,2.25,3.4,3.4
4738,1729,1729,2015/2016,6,8586,9826,1,0,2,3.6,4,2,3.4,3.6,2,3.5,4,1.95,3.5,3.8,2,3.6,4
4739,1729,1729,2015/2016,7,8197,9825,2,5,4.5,4,1.8,4,3.8,1.85,4.33,3.75,1.83,4,3.75,1.85,4.4,3.9,1.85
4740,1729,1729,2015/2016,7,8650,10252,3,2,1.53,4.33,7,1.53,4.2,6.5,1.53,4,7,1.53,3.8,7,1.55,4.1,7.5
4741,1729,1729,2015/2016,7,10260,8472,3,0,1.2,7.5,16,1.22,6.5,13,1.22,6.5,13,1.22,6,13,1.22,7,15
4742,1729,1729,2015/2016,7,10261,8455,2,2,6,4.2,1.62,5.75,3.9,1.62,6,4,1.62,6,3.6,1.62,6,4,1.65
4743,1729,1729,2015/2016,7,8466,10003,3,1,2.05,3.4,4.2,2.05,3.25,3.6,2.05,3.4,3.8,2.05,3.1,4,2.1,3.3,4.1
4744,1729,1729,2015/2016,7,10194,8678,2,1,2.55,3.3,3,2.5,3.3,2.75,2.5,3.3,2.88,2.5,3.1,3,2.55,3.3,3
4745,1729,1729,2015/2016,7,8586,8456,4,1,4.2,3.8,1.91,4,3.6,1.91,4.2,3.75,1.9,4,3.4,1.95,4,3.8,1.95
4746,1729,1729,2015/2016,7,9817,9826,0,1,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.3,2.9,2.5,3.1,3,2.7,3.13,3
4747,1729,1729,2015/2016,7,8659,8668,2,3,3.1,3.3,2.5,2.8,3.25,2.45,3,3.25,2.5,3.1,3,2.5,3.1,3.3,2.5
4748,1729,1729,2015/2016,7,8654,9850,2,2,2.25,3.5,3.4,2.25,3.25,3.1,2.2,3.4,3.4,2.3,3.2,3.2,2.25,3.5,3.4
4749,1729,1729,2015/2016,8,9825,10260,3,0,2,3.8,3.8,2,3.5,3.75,2.05,3.4,3.8,1.95,3.6,3.75,2.05,3.7,3.8
4750,1729,1729,2015/2016,8,10252,10194,0,1,2.5,3.3,3.1,2.5,3.25,2.95,2.5,3.3,3,2.5,3.2,2.9,2.5,3.3,3.13
4751,1729,1729,2015/2016,8,8678,9817,1,1,2.1,3.5,3.8,2.1,3.25,3.5,2.15,3.4,3.6,2.15,3,3.75,2.1,3.5,3.8
4752,1729,1729,2015/2016,8,8455,8466,1,3,1.83,3.7,4.8,1.83,3.6,4.5,1.8,3.75,4.5,1.83,3.2,4.8,1.83,3.75,4.75
4753,1729,1729,2015/2016,8,9826,8659,2,0,1.83,3.6,5,1.8,3.4,4.5,1.85,3.5,4.75,1.85,3.1,5,1.85,3.5,5
4754,1729,1729,2015/2016,8,8668,8650,1,1,2.7,3.4,2.8,2.7,3.2,2.75,2.7,3.25,2.8,2.75,2.8,2.9,2.7,3.4,2.8
4755,1729,1729,2015/2016,8,8456,10261,6,1,1.25,7,13,1.25,6.25,11.5,1.25,6.5,13,1.25,6,13,1.22,7,15
4756,1729,1729,2015/2016,8,9850,8197,1,2,2.3,3.5,3.3,2.3,3.1,3.2,2.25,3.4,3.3,2.25,3.4,3.1,2.3,3.6,3.2
4757,1729,1729,2015/2016,8,8472,8654,2,2,3.2,3.4,2.4,3.1,3.2,2.3,3.1,3.4,2.4,2.9,3.4,2.38,3.13,3.5,2.4
4758,1729,1729,2015/2016,8,10003,8586,2,2,2.75,3.25,2.8,2.65,3.2,2.65,2.7,3.2,2.75,2.62,3.25,2.7,2.7,3.4,2.8
4759,1729,1729,2015/2016,9,8455,10252,2,0,1.33,5.75,10,1.33,5,8.5,1.36,5,10,1.36,4.8,8.5,1.33,5.5,10.5
4760,1729,1729,2015/2016,9,9826,8654,1,3,2,3.6,4,2,3.5,3.5,2,3.6,3.75,2.05,3.3,3.75,2.05,3.5,4
4761,1729,1729,2015/2016,9,8668,10260,0,3,3.25,3.4,2.38,3,3.3,2.4,3.25,3.25,2.38,3.2,3,2.4,3.2,3.3,2.45
4762,1729,1729,2015/2016,9,8456,8678,5,1,1.33,5.75,10,1.33,5.25,8,1.33,5.5,10,1.36,4.8,8.5,1.33,5.5,10.5
4763,1729,1729,2015/2016,9,10261,9850,6,2,2.6,3.4,2.88,2.6,3.3,2.6,2.62,3.4,2.8,2.62,3.1,2.8,2.6,3.4,2.88
4764,1729,1729,2015/2016,9,8466,8197,2,2,1.75,4,5,1.75,3.7,4.4,1.75,3.75,5,1.8,3.25,5,1.75,3.9,5
4765,1729,1729,2015/2016,9,10003,10194,0,1,2.05,3.4,4.2,2.05,3.2,3.75,2.05,3.4,4,2.05,3.1,4,2.05,3.4,4.1
4766,1729,1729,2015/2016,9,8586,8650,0,0,2.5,3.5,3,2.5,3.2,2.95,2.4,3.4,2.88,2.5,3.3,3,2.45,3.5,3
4767,1729,1729,2015/2016,9,9817,9825,0,3,6,4.2,1.62,5,4.1,1.6,6,4,1.62,6,3.6,1.62,6.25,4.2,1.6
4768,1729,1729,2015/2016,9,8659,8472,1,0,2.05,3.4,4.2,2.05,3.25,3.6,2.05,3.25,4.2,2.1,3,4,2.05,3.3,4.2
